tarih,puan,yorum
2022-05-04,5,"1 haftadır kullanmaya başladığım m1 işlemcili bilgisayarım. huawei matebook d15 ile arasında kalıp, tercihimi huawei yönünde kullanmıştım. o cihaz intel i7 1165g (11.nesil 10nm), 16gb, 512gb ssd&#039;li versiyonuydu. ancak kamerasının klavyede oluşu, ekranının 1080p oluşu ve artık windows işletim sistemini entertainment amaçlı kullanmak istemediğimi fark ettiğimden dolayı 2 gün içerisinde iade edip, macbook air base modelini satın aldım. henüz olumsuz bir özelliğini keşfedemedim. fark ettiğim artıları şöyle.

- cihaz çok ince ve çok hafif. yalnızca 1,29kg
- hoparlörleri inanılmaz. harici hoparlörüme ihtiyaç duymuyorum desem yeridir. sesler oldukça kaliteli ve ayrıntılı şekilde duyuluyor.
- şarjı çok uzun süreler gidiyor, huawei&#039;de 4 saati görmek başarıydı, bunda ise 10 saatin üzeri batarya performansı sunuluyor.
- m1 işlemci cidden çok smooth çalışıyor, 8gb&#039;lik versiyonunu kullanıyor olsam da, cihaz ihtiyacı olduğunda ssd üzerinden swap işlemi yapıyor ve performans kaybı yaşanmıyor. 16gb&#039;lik versiyonu bütçeniz varsa ve ağır işlemler yapacaksanız, tercih edebilirsiniz. ancak kullanıcıların %95&#039;lik kısmına 8gb&#039;lik ram yeterli olacaktır. 
- klavyesi çok güzel, bir sürü insanın yazarlık yeteneklerini geliştireceği düzeyde yazı yazma isteği uyandırıyor insanda.
- windows&#039;tan geçerken alışırmıyım diyordum, apple eko sisteminde olduğum için alışmam 15dk sürdü, görseller çok şık, estetik gözüküyor.
- ekran 2k ips retina, görüntüler muazzam, ekrana sürekli bakmak istiyorsunuz."
2021-10-07,5,"Buradaki çoğu arkadaşın da söylediği gibi daha önce niye bir macbook kullanmamıştım dedirtti. M1 işlemcili olan bu modele nasipmiş. Cihazla birlikte şeffaf bir koruma kılıfı, Daytona marka, ethernet, HDMI, USB girişli bir hub ve alüminyum stand bana 300 TL&#039;ye maloldu. Gayet akıcı bir çalışma sanki mümkün değilmiş gibi yıllarca Windows laptoplara mahkum kaldığımı anladım. 
Çok stabil çalışıyor. Bu aleti öne çıkaran özellikleri işlemcisi, pil süresi, ekran kalitesi. Ekran demişken yukarıdaki bir arkadaşın da dediği gibi çözünürlük çok yüksek olduğu için kısa sürede daha büyük ekranlar gereksiz geliyor taşıma açısından. Safari ile kullanıyorum. Chrome&#039;un daha çok şarj tükettiği söyleniyor. YouTube&#039;dan daha laptop gelmeden birkaç tanıtıcı video izleyerek ilk mac bilgisayarım olmasına rağmen kısa sürede alıştım. Clean My Mac X tek para vereceğiniz uygulama olsun. Öte yandan tavsiye etmesem de crackli uygulamalar da kullanılıyor. Özetle 40ımdan sonra &quot;Fen ne kadar ilerlemiş meğer&quot; dedirtti. Umarım böyle devam eder. Uzay grisi iPhone 12 diğer hedefim. Daha da bu ekosistemden çıkmam. İlk defa aldığım bir ürünü bu kadar övdüm. Zira sonuna kadar hakediyor."
2021-04-11,5,Çok memnun kaldım! Kargo çok hızlı!
2022-04-14,5,"MacBook kendini kanıtlamış bir ürün, M1 çiple muazzam hızlanmış, ısınma problemi yok."
2021-05-25,5,"Macbook inceleme videolarını izleyince yok hoparlör çok iyi yok trackpad mouse gerektirmeyecek kadar iyi gibi şeyleri abartı zannediyordum alakası yok az bile söylüyorlarmış, tek kelimeyle mükemmel bir cihaz, mouse almayı düşünüyordum ancak trackpad kullanımı öyle rahat ki fareye hiç ihtiyaç duymuyorum, ses kalitesi mükemmel, ekran vs çok iyi, pil süresi çok iyi ve pilde kullanırken performans kaybı yaşamıyorsunuz, açıkçası intel laptoplar bunun yanında masaüstü pc gibi kalıyor sürekli şarjda kullanmak zorundasınız bu cihaz ise günlük kullanımda 3 günü rahat görürsünüz."
2021-12-16,5,Firma çok başarılı. 3 saat içinde (16.00’da sipariş vermeme rağmen) kargo yaptı. Bilgisayarımı İnanç Keskin tavsiyesiyle aldım. Onun fikirleri ve ürün hakkındaki yorumlar çok araştırma yapmama gerek kalmadan almamı sağladı. Ona firmaya ve hepsiburadaya çok teşekkür ederim.
2022-04-15,5,Cok memnunum kaliteli bir laptop  tavsiye ederimm
2021-11-26,5,Ürün gerçekten beklentiyi karşılayacak kadar iyi Cs:Go da 120 fps leri görüyor ultra ayarlarda. 120 hz ekran çok iyi yanında gaming mouse gönderiyormişler Lenovodan güzel bir hediye olmuş. Onun dışında eksileri bence en büyük eksisi sadece 2 adet usb giriş portu olması.
2022-05-10,5,Hepsiburada satıcısından aldım. İki günde elime sağlam bir şekilde ulaştı. Kasa olarak sağlam duruyor. Hafızanın yeterliliği kullanana göre değişir. Ram şu anda oldukça iyi. İlerleyen zamanlarda artı bi ram eklenebilir. Kasası güzel ve zarif duruyor. Klavyenin 4 bölgeli RGB ışıklı olması çok artı bir avantaj katıyor.   RGB ışıkları kapatınca kimse oyun bilgisayarı olduğuna inanmaz. Çok şık ofis bilgisayarı gibi de duruyor. Şu ana kadar herhangi bi problem yaşamadım. Umarım alan hiç kimse problem yaşamaz ve memnun kalırız. Kutudan bi de Lenovo kablolu mouse çıkıyor. O da oldukça kaliteli duruyor.
2022-04-01,5,Ürün çok hızlı elime ulaştı. Gayet kaliteli görünüyor.
2022-04-10,5,Arkadaşlar ürün çok kaliteli hiç tereddüt etmeden alabilirsiniz klavyede 4 farklı model olması iyi olmuş ekran 120 hZ olduğu için akıcı bir laptop alınmasını öneririm her türlü oyunu açıyor içiniz rahat olsun. Kargo firmasinada hızlı ve özenli getirişinden dolayı teşekkür ederim. :)
2021-11-25,5,ürünü gayet beğendim gaming laptop olmasına rağmen kaba değil. 120hz ve ips ekranı ayrı bir nimet zaten işlemcinin gücünden bahsetmeye gerek yok gayet güçlü bir işlemci sadece ram az kalıyor 8gb yetersiz bunun 2gb&#039;ını onboard&#039;a ayırıyor ram yükseltmesi yapmak şart pil konusunda ise güç tassarufunda cpuyu kısıtlayarak idare ediyor 512gblik m2 ssd bana yetiyor yanında hdd &amp;ssd kızağı yollamışlar sata diskleri takmak için ayrıyetten hediye mouse de yollamışlar. çantada olsaydı iyice memnun kalırdım :) direkt sisteme windows 11 kurdum gayet stabil ve sorunsuz çalışıyor klavye rgblerini de beğendim ve kamerayı bantlamaları benim için çok güzel bir olay olmuş :D
2022-05-12,5,"Ürün yine Hepsiburada.com kalitesini yansıtan şekilde güzel paketlenmiş ve tam zamanında elime ulaştı. Lenovo&#039;nun kalitesini konuşmaya gerek yok. Aldığım model stock haliyle bile gayet başarılı iken, ben 8 GB Ram ekleyip birde 1 tb hdd ile güçlendirip cihazın baya baya iyi olduğunu gördüm. Harici nvidia ekran kartının üstüne birşry söylemeye lüzum yok. Şimdi yanına Lenovo 31.5 inç monitörde eklendimi bambaşka güzel bir hikaye başlayacak. Teşekkürler Hepsiburada.com."
2022-04-28,5,Merhaba ürünü aldıktan sonra ciddi bir fiyat artışı oldu iyi ki almışım seri cihaz ve sessiZ oncedende msi kullniyordum memnunum grafik kartı olarak rx5500 m ile 3050 arasında kalmıştım ama beni üzmedi malzeme kalitesi çok hoşuma gitti klavye düzeni biraz karışık bence ama sorun değil gayet memnun kaldım iyi ki almışım batarya süresi gayet iyi suan
2022-03-26,5,"Cihaz kayseriye 1 gunde geldi. Oncelikle hepsiburada ailesine cok tesekkur ediyorum. Ozenli paketleme olmus ve kutusunda hicbir deformasyon yoktu.
Ürune gelirsek cok arastirma yaptim gunde 3-5 saat oyun oynayan biri olarak oyun performansini gayet basarili buldum. Cs go 4.3 ekran dusuk ayarlarda  200-300 arasi aliyorum. Full 16.9  yuksek ayarlarda 100-150 arasi. Diger oyunlari deneyimlemedim ama gtx1650 gunumuz oyunlarinin hepsini acabilecek kapasitede. Detayli gpu ve cpu isinma testlerini yapmadim fakat fiyati uygun bir oyun laptopu almak isteyenlerin kacirmamasi gereken bir urun. Son olarak da freedos geldigi icin kurulumundan korkan arkadaslar icin bir ipucu vereyim. Daha cihaz elime gelmeden onlarca video izledim ve acikcasi korkmustum. Bios ekran, boot menu vs,vs.. Bu cihazi alanlarin tek yapmasi gereken sey, en az 8 gb flash bellegi baska bi pc ye takip &quot;windows 10 araci indir&quot; yazip microsoftun kendi orj sitesinden araci indirmek. Cikan yonergelerden BASKA BILGISAYAR ICIN KURULUM USB SI OLUSTUR diye bir secenek cikacak onu isaretleyip devam edecekler.
Usb nin icine dosyalar kurulup hazirladiktan sonra, gelen lenovo ideapad gaming 3 cihazinizi acmadan flash bellegi baglayin ve HICBIR TUSA BASMADAN, EVET HICBIR TUSA BASMADAN direk usb yi gorup win10 kurulum ekrani gelecektir. Internette bir suru kafa karistirici videolar var ama mevcut guncel win10 araci icin hicbir bios ve boot menusune gerek kalmadan direk kurulum yapiyor. En azindan bu cihaz icin durum bu sekilde.
Son olarak da oyun odakli kullanacaklarin windows 10 home surumunu tavsiye ediyorum. Win10 pro veya diger surumler daha cok is odakli oldugu icin gerek oldugunu dusunmuyorum."
2022-03-18,5,"Ürünün malzeme kalitesi, görünümü ve özellikleri gayet tatmin edici düzeyde. Bu fiyat aralığında alınabilecek en iyi laptoplardan bir tanesi. Benim için tek eksisi 8GB belleğe sahip olması. Dahili GPU için 2GB&#039;ı ayrılıyor. Bilgisayar ile birlikte 8GB lık bir bellek daha almanızı tavsiye ederim. Ayrıca bilgisayarın yanında gönderilen hediye mouse gayet şık. Teşekkürler."
2021-12-27,5,Öncelikle 10210U iyi bir seri ve i5 işlemciler içerisinde  en iş gören model diyebilirim. Ürün FHD olmasada iyi bir kontrasa sahip ekranı güzel. Ses sistemi de yeterli. USB ve HDMI cıkısları da yeterli.Sadece plastik kasası biraz dandik olmuş çok el izi bırakıyor. Çok takıntılı değilseniz iş görür. Ofis için yada çocugunuzun dersleri için düşünüyorsanız kesinlikle tavsiye ederim. Ekran kartı yok oyun için alacaksanızı uzak durun =) ekran kartı olan başka bir modele bakın. Şuan ki piyasada 7 /8 bin bandında alınabilecek güzel bir ürün.
2022-04-10,5,Harika kesinlikle tavsiye ederim
2022-04-10,5,Harika kesinlikle tavsiye ederim
2022-01-31,5,Sorunsuz kullanıyoruz. Herşey beklenildiği gibi
2022-02-26,5,Kesinlikle tavsiye ederim
2022-03-14,5,Harika ürün . Kesinlikle fiyat performans ürünü . indirimde alın .
2021-12-25,5,Kasa yapısı biraz basit duruyor fakat genel olarak cihaz güzel
2022-03-23,5,Efsane ötesi kesinlikle tavsiye ederim
2022-03-27,5,Çok güzel tşk ederim güzel paket olmuş 🤗😊
2022-04-12,5,Super
2022-03-17,5,Ürün elime sıkıntısız ulaştı ekranın sağ ve sol kısımlarında hafif olmak kaydı ile ışık sızmaları mevcut arkadaşlar bu fiyat performans seviyesinde problem teşkil etmez eğer çok sızma yoksa ben bu şekilde kullanacağım çünkü günümüzde ki çoğu laptoplarsa ışık süzme si mevcut alacak olan arkadaşlara bu modeli kesinlikle tavsiye ederim ultra ayarlarda denediğim bir kaç oyun 1. the witcher 3 wild hunt 2. mafia 3 gibi oyunlarda akıcı oynuyorum kesinlikle ve kesinlikle laptobun yanında soğutucu almanızıda tavsiye ederim alan herkese hayırlı olsun alamayan kardeşleriminde rabbim daha iyilerini nasip etsin temennim ile sağlıkla kalın
2022-03-24,5,Ürün tam bir fiyat performans canavarı
2022-03-07,5,"Sorunsuz elime ulaşmıştır. Kargo ücreti alınması üzücü. Cihazın bana göre 2 konu var. 
1- Kocaman adaptör.
2- Isınma durumu.
Isınma durumunu ryzen controller yazılımı yada turboboostu kapatarak çözebilirsiniz. Ancak bu işlemlerin ne olduğunu bilmiyorsanız sakın yapmayınız. Bunların dışında cihaz verdiği paranın hakkını kat ve kat veriyor."
2022-03-03,5,Ürün harika almadan önce işlemci ve ekran kartının performanslarını karşılaştırma ve benchmark puanlamalarına detaylıca baktım ve inceledim İşlemci İ7 10750H den bariz daha performanslı Ekran kartı ise  1650ti den açık ara önde hemen hemen 1660 ti denk sayılabilir.Ekran 144hz harika Tam bir Performans ürünü ve Dell kalitesi tartışılmaz tavsiye ederim.Siz de almadan önce puanlarına bakabilirsiniz ben çok memnun kaldım..
2022-03-15,5,Bilgisayar normal kullanımda gayet sessiz ve sorunsuz çalışıyor. Ağır oyunlar oynarsanız şayet (özellikle grafik açısından kaliteli sayılabilecek oyunlar) ısınma problemi ile karşılaşıyorsunuz. Fakat ısınması performansı etkilemiyor. Tasarım olarak da şık bir ürün. Klavye aydınlatması mevcut. Ben beğendim.
2022-03-29,5,2 hafta oldu kullanmaya başlayalı klasmanında fiyat-performans ürünüdür.2 hafta boyunca oynadığım oyunları hep ultra özelliklerde oynadım(oyunlar yeni).Isınma sorunu bariz şekilde var bunun için yanında soğutucu aldım ve böylelikle cihazın performansını daha yukarıya çektim.Klavye kısmında el izi çok kalıyor ama o da olsun performans önemli.Sonuçta pişman olmazsınız.
2022-03-29,5,"Tam bir fiyat performans ürünü (14k iken aldım).
İstediğim her oyunu oynayıp istediğim çalışmamı yapıyorum.
Arada ekran anlamadığım bir sebepten hafif göz kırpıyor. Yazılımsal bir bugdan şüpheleniyorum."
2022-04-24,5,Ürün performans olarak çok iyi ama kasasından kısmışlar eski modellere kasası çok zayıf onun başka eksi yönü yok batarya 4 saat civarı dayanıyor kullanıma göre.
2022-03-02,5,Ürün beklediğimden iyi Dell sitesine grip bios ve SSD güncellemesini hemen indirip yapmanız lazım ilk kurulumdan sonra açıldığı zaman baya yavaş çalışıyor SSD güncellemesini yapın kendi uygulaması üzerinden de yapa bilirsiniz makina baya hızlanıyor
2022-03-08,5,Oyunlarda ısınma problemi olduğunu yazanlar olmuş. Ben fazla oyunda deneye edim. Sadece PubG ve valo da deneyebildim. Aşırı ısınma olmadı çok uzun süre oynamadım ama. Fanlarda bir sorun yok fakat yine de yetmeyebilir uzun sürelerde. Güzel bir soğutucuyla idare edilir gibi. İşlemci ekran kartı vs super zaten. Görüntü de iyi. Yani bu fiyatlara alınacak en iyi leptoplardan.
2022-05-09,5,"İşyerinde ofis işlerinde kullanmak için aldım.  Kesinlikle parasının karşılığı, hızı işlemcisi günlük kullanım için gayet yeterli. İnce ve hafif olması da taşıma kolaylığı sağlıyor. Teşekkürler Hepsiburada."
2022-01-30,5,"Giriş seviyesi işleriniz internet’de sörf, online toplantı, excel işleriniz için ideal bir ürün. Ayrıca orijinal windows işletim sistemi ile gelmesi bu fiyata şaşırtıcı fiyatların inanılmaz arttığı bu günlerde bilgisayar almamıza yardımcı olduğunuz için çok teşekkürler."
2021-11-29,5,Fiytina göre çok güzel hızlı teslimat evde kullanmak için aldık
2022-03-15,5,Benim kullanim amacimi fazlasi ike karsiliyor
2021-11-28,5,Offis ve film izlicem derseniz fazlasıyla işiniz görür. Sorunsuz alışveriş teşekkür ederim
2022-03-26,5,Pc yı ofıs için aldık muhasebe fatura işlemleri için fiyat performans urunu suanlık cok memnunuz cok hızlı calısıyor ve goruntu kalıtesı falan cok guzel boyutu normale gore bır tık ufak yanda tus takımı yok sadece harflerın uzerınde ama bızım gıbı cok vakıt gecırmıyorsanız o da problem degıl bence
2022-03-20,5,"Tam da kendime göre bir bilgisayar almışım meğerse. Ofis işlerimi halledip Zoom üzerinden online özel derslerimi yapıyorum, dizimi, filmimi izliyorum. Şarjı 6 saate kadar gidiyor sürekli açık olursa. Onun haricinde belli bir süre kullanmazsam uyku moduna geçiyor şarjı bitmiyor. Ben çok memnunum."
2022-04-30,5,"Sorunsuz bir şekilde elimize ulaştı. Eğer günlük kullanım için (sosyal medya, mail, internette dolaşma ve Windows gibi temel konular) için sade bir bilgisayar benim için yeterli diyorsanız, tam size göre bir cihaz. İyi ki aldık diye düşünüyoruz."
2022-02-26,5,"Fiyat performans ürünü, ofis işleri için aldık işimizi fazlasıyla görüyor hafif şık sessiz çalışıyor ses kalitesi güzel malzeme kalitesi güzel bu fiyata alınabilir. Tavsiye ederim."
2022-04-14,5,"Alacak arkadaşlar için detaylı yorum yazmak istedim, kimsenin aklında soru işareti olmasın, 
Ben elektrik elektronik mühendisi olarak yaptığım programsal işleri,( yazılım , tasarım vb) günlük hayatta kullanmak için aldım, ve kullandığım programlarda çok iyi performans aldım ofisteki bilgisayarımın yerini aratmadı hatta daha performanslı diyebilirim, Benim bu tür bilgisayar almamdaki amaç ergonomi , şarj aleti olsun kendisi olsun çok hafif Çantaya atıp her yere götürebiliyorsunuz, şarj aletini almadılın zamanlar oluyor şarjı en az 3 saat gidiyor. Isınma sorunu yaşamadık, benchmark testine soktuk test sonunda cihaz sıcaklığı 60 dereceyi buldu , 60 derece çok düşük bir değer( yani cihaz üstünde bile elle hissedilir bi socaklık olmadı), oyun canavarı kast edilen bilgisayarımda 90 ları buluyordu. Oyun hiç test etmedim ama oyun bilgisayarı değil , daha çok işlemci performansını kullanılan programlar içindir, altium, solidworks, Autodesk, vivado vb.
Ayrıca cihaz anlık olarak ortalama 15w enerji türketiyor bu değer çok güzel, normal bir laptopa göre 4 de 1 enerji tüketimi var"
2022-04-28,5,"Mevcut kur durumuna göre gönül rahatlığıyla alınabilecek bir ürün. Tam bir ofis / öğrenci / yazılım bilgisayarı. Batarya süresi, hissiyatı, ağırlığı olsun tam bir mühendislik harikası. Yollanan ürün 2021 model. Win11 kurulu halde geliyor. 6 partition bulunuyor. 1 EFI boot, 3 recovery, C ve D olmak üzere. Huawei PC Manager programı da yüklü geliyor, gayet kullanışlı bir program.

- Oyun oynamak isteyenler için tercih edilmemesı gereken bir ürün!

BATARYA:
Gayet uzun süre dayanıyor. Ağır işlemler altında bile rahat bir şekilde 3 saati bulabilecek bir bataryası var. Şarj kablosu ve adaptörü de aynı mühendislik harikası. 2 saate yakın sürede 20-100 oluyor.

İŞLEMCİ:
Gayet yeterli ve verimli bir işlemcisi var. i5 veya i3 modelini almak isteyenler bütçesi yetiyorsa kesinlikle i7 modelini tercih etsin. Gerek cihazın ileriki yıllardaki durumu gerek toplamsal gücü açısından daha çok kar edeceksinizdir uzun vadede. Ekran kartı bulunmadığı için İntel Iris Xe bulunmakta, bu da gayet yeterli.

EKRAN:
1920x1080 IPS ekrana sahip. Harikalar yaratmıyor ancak şu ana kadar bu çözünürlükte gördüğüm en iyi cihazlardan. Parlaklık oranları da gayet yeterli

RAM:
8x2 anakarta lehimli olarak geliyor. Bana gelen modelinde 3200 MHz frekansa sahipler. Yapacağınız çoğu iş için yeterli olacaktır.

KAMERA:
Kamera klavyeye gömülü, görüş açısı aşağıdan oluyor. Çok yüksek bir çözünürlüğü yok ancak Zoom, Teams gibi uygulamalar için yeterde artar.

MİKROFON:
Mikrofon touchpadin altında bulunmakta. Kalitesi düşük. Sürekli mikrofon kullanmak zorunda kalıyorsanız harici bir mikrofon tercih edilmeli. 3.5 mm jak girişi bulunmakta cihazda.

TOUCHPAD:
Kullanışı ve hissiyatı gayet güzel. Asla kaybolmuyorsunuz. Tıklamalarda ses çıkarıyor ancak herhangi bir rahatsız ediciliği yok.

Genel olarak kullanışlı, elegant bir ultrabook olarak sınıflandırılabilir. Kur durumu göz önünde bulundurularak alınabilecek bir ürün. Ekran kartı olmadığı için oyun, rendering vb. işler için çok yüksek bir beklentiniz olmasın."
2022-03-17,5,Tavsiye ediyorum güzel ürün.
2022-05-10,5,Güzel ürün
2022-04-28,5,"Hızlı ve düzgün kargolama için teşekkürler.
Huwai iyi paketlemişti,hepsi burada da extra paketlemiş.Sorunsuz geldi ürün.
16 saatte kapıdaydı.Hepsiburada ekibine teşekkürler.Laptopu henüz kullanamadım.Daha sonra detay yazacağım."
2022-04-12,5,Yorumlardan inceleyerek aldım. Gayet başarılı bir ürün. Tavsiye etmeye gelirsek; yorumlarda söylendiği gibi oyun oynamak dışında çok başarılı.
2022-04-18,5,"Genel olarak başarılı bir cihaz. İnce ve hafif. Bunun yanında gayet hızlı. Uzak makinaya bağlanarak ve de lokalde de Chrome da birkaç sekme ve YouTube açıkken 4 sat kadar gidiyor şarjı. Benim gibi oyun bilgisayarı aramıyorsanız tercih edebilirsiniz.
Ancak paketleme gerçekten özensizdi. Gayet yüksek tutarlı bir ürün yolluyorlar ama  kendinden büyük bir kutunun içine herhangi ambalaj malzemesi kullanmadan bırakmışlar. Dıştaki kutu epey hasar görmüştü. İçindekinin çıkmamasına şaşırdım."
2022-05-12,5,"Kargo sorunsuz elime ulaştı. Hızlı geldi. Pazartesi sipariş verdim Perşembe elime ulaştı. Eşime anneler günü hediyesi olarak aldım. Esim bilgisayar öğretmeni, bilgisayarı çok beğendi."
2022-04-11,5,Ürün iş veya okul uygulamalari icin ideal. Oyun oynamadigim icin performans degerlendirmesi nasildir bilemiyorum.
2022-03-30,5,Ev için aldım çok hafif  bir notebook malzemesi kaliteli sesi çok güçlü ve çok hızlı.. Youtube da değerlendirmeleri izleyerek aldım kesinlikle haklılarmış.. İş ve oyun için rahat kullanabilirsiniz..
2022-02-07,5,"Ürün gayet hizli heldi. 
Ayrica gayet hizli oyun oynamicam diyorsan tam iş gorur.ssd hizli ekran kalitesi guzel.bataryayi test etmedim ama cok hizli şarj oluyor"
2022-03-29,5,24 sat olmadan geldi çok teşekkürler ürün de çok iyi saticiya ve hepsijet e çok teşekkürler 🙏
2022-04-21,5,TEŞEKKÜR ederim.....
2022-03-25,5,Ürün güzel ve orta seviye kullanıcılar için ideal
2022-02-26,5,Kesinlikle tavsiye ederim
2022-02-19,5,Harika tek kelimeyle kesinlikle tavsiye ederim
2022-04-30,5,Güzel ürün
2022-05-11,5,Ürün çok iyi
2022-02-21,5,güzel
2022-02-21,5,"Ürün muazzam. islemci hızı ve iris grafikler kendini belli ediyor. ram su an yeterli, ilerde arttirilabilirse uzun sure kullanilir diye dusunuyorum.ofis kullanimi icin aldigimdan gayet memnunum. lisansli urun olmasi nedeniyle tercih ettim."
2022-05-03,5,"Laptopun tasarımı güzel, kasası kaliteli. Oyunları rahat oynatıyor. F9 tuşuna basınca turbo fanlar devreye giriyor. Eksi yanlarından bahsedecek olursam
- Arkadaki usb 3.1 girişinin yanda olmaması kötü olmuş. Arkadan takması zor geliyor.
- Klavyedeki yön tuşlarının küçük olması ve page up, page down tuşlarının yön tuşlarının üstünde olması oyun oynarken sıkıntı yaratabiliyor. Bu kadar sıkışık olmamalıydı."
2022-03-27,5,"Malzeme kalitesi ve performansı ile beğenerek kullanıyorum. Bİlgisayar, siparişin ertesi sabahı geldi. Kargonun bu kadar hızlı gelişine de çok sevindim. Aldıktan iki gün sonra, 2000 TL indirime girmiş olmasına biraz üzüldüm. Şu anki fiyatıyla da alınası bir bilgisayar, tavsiye ederim."
2022-03-12,5,Pc çok harika. Ertesi gün elime ulaştı. Win 11 kurdum performansından çok memnunum.
2022-04-30,5,Çok teşekkür ederim
2022-04-12,5,İyi performanslı bir cihaz
2022-04-24,5,Ürün gayet estetik ve güzel
2022-05-05,5,Gerçten iyi bir bilgisayar
2022-03-15,5,Uzun süreli kullanım için aldığım bir ürün.Ülke şartlarında çok gibi gözüksede alınması gereken ve kendime adıma çok beğendiğim bir laptop.Kısaca mükemmelin vücut bulmuş hali
2022-03-05,5,"Çok hızlı,kaliteli,güvenli teslimat."
2022-04-27,5,"Ürün 24 saatten az zamanda elime ulaştı. Malzeme kalitesi oldukça iyi, kasası gerçekten güvenilir. Windows 11 kurarak kullanmaya başladım, performans anlamında başarılı diyebilirim. Oyun tarafında test ettim; full ekranda 1080p 83-86 arası fps aldım. Uygulama geliştirmede de baya iyi olduğunu söyleyebilirim. uygulamaları çok kısa zamanda derleyerek ayağa kaldırıyor. Tek sıkıntısı batarya; oyun oynamadan normal kullanımda 2-3 saat gidiyor. Rtx ekran kartı devreye girince 1 45 dakikada şarjı kritik seviyeye geldi. Onun dışında güzel, sağlam, performanslı cihaz. Tavsiye ederim."
2022-01-23,5,Öncelikle bilgisayarın kasasının plastik ve tırtıklı olduğunu söylemeliyim ürünün fotoğraflarında çok belli olmuyor freedos geldiği için ben windows 11 pro kurdum açılması yaklaşık 8 saniye felan siz windows 10 kurarsanız belki 6 saniyeye düşebilir çoğu kişi wifi bağlamada sıkıntı yaşamış ben yaşamadım kurulumda bağladım ama bilgisayar ilk açıldığında kendi hoparlörünü ve mikrofonunu algılamadı biraz araştırdıktan sonra realteki güncelledim sonra yeniden başlatınca düzeldi ses kaliteside gayet yeterli diyebilirim windows 11&#039;i de şuanlık sıkıntısız kullanıyorum denemek için birkaç oyun indirdiğimde çoğunu orta grafik ayarlarında akıcı oynayabiliyorum ekstra ram eklemek isteyen olursa boş ram slotu var diye biliyorum onun harici bilgisayarın fan sesini merak edenler olacaktır gündelik kullanımlarda hiç fan sesini duymadım oyunlarda sadece aralıksız fan çalışıyor bilgisayarın hava çıkışıda fotoğraflara eklediğim gibi klavye ile ekranın orada bilgisayarın sarjı da pilin en yüksek performans modunda oyun oynarken 2.5 saatte bitti bana göre idare eder ama tabiki almayı düşünen kişilere yetmeyebilir ben biraz indirimli fiyatıyla satın aldım bence gayet yeterli bir bilgisayar diyebilirim
2022-01-19,5,Gayet hızlı hafif.. taşınabilirlik açısından güzel ve günlük kullanıma uygun  pc . Bazı oyunları kasmadan oynatır tasarım programlarından çok ağır olmayanları sorunsuz çalıştırıyor.kurulumunu bilgim olduğu için hemen yaptım boot menü f9 işletim sistemi yükledikten sonra sadece wifi realtek driverini hp sitesinden usb ye aktarın sonra yükleyin tüm güncellemeleri yapın o kadar oda olmassa hp destek sitesinden driver güncelleme programını yükleyin güncelle deyiniz...kolay gelsin alan herkese hayırlı olsun. Bu arada ilk aşamada usb mouse takın touch pad güncellemeden sonra çalışıyor bilginize ..
2021-12-07,5,"Ürünü kampanyalı fiyattan aldım, ek olarak 8 gb daha ram ekledim, içinde ek ram slotu var.
Freedos olarak geldiği için windows kurulumuna ihtiyaç var. Kurulum sırasında wi-fi sürücüsü başta yüklenmiyor. Kurulumdan sonra Realtek&#039;in uyumlu sürücüsünü ayriyeten indirip yükleyince sorun kalmıyor."
2022-02-19,5,"Dört çekirdekli SSD diskle çok hızlı açılıp kapanıyor. Fiyatına göre çok iyi ürün.
Ekran gayet net. Pil ömrü güzel. En az 5 saat (6,5 saat en fazla) pille kullandık."
2022-01-22,5,Fiyatına göre oldukça iyi bir ürün. Emsalleri daha pahalıydı. Tam bir fiyat performans ürünü. Oyun oynamaktan ziyade ofis işleri için uygun bir ürün.  Satıcı firma notis teknolojiye teşekkür ediyorum. Beş yıldız.
2022-04-23,5,Gayet memnunum üzel ben memnun kaldım İnşallah siz de memnun kalırsınız
2021-11-29,5,Tavsiye ediyorum güzel ürün Elektro çarşıya teşekkür ederim paketleme harika
2022-02-17,5,Ürün iyi hoş cok kibar fakat Windows 7 kurulmadıgı icin iade etmek durumunda kaldık.
2022-03-20,5,Ürün fiyatına göre çok iyi. Tavsiye ederim.
2022-01-27,5,ürün günlük kullanım için alınabilecek bir ürün.
2022-02-13,5,"Ben de herkes gibi bütçem ve fiyat ve de performans noktasında kararsız kaldım. Uzun bir bekleyişin ardından bir indirim fırsatıyla bu bilgisayarı aldım. Bilgisayarı aldıktan sonra verdiğim paranın hakkını hayli verdiğini düşünüyorum. Ekran kalitesini çok beğendim. oyun oynarken ya da film izlerken geniş ekran ve iyi bir görüntü sunmasını istiyordum, ekranın geniş olması bu işimi gördü. Neden başka ürünü tercih etmedim çünkü bu ürün muadillerine göre fiyat olarak çok iyi bir indirimdeydi ve bu yüzden tercihimi bu yönde kullandım eğer bu bilgisayarı aldığım parayla herhangi bir bilgisayar alsam parama yazık olurdu. Ürün ihtiyaçlarımı karşılıyor mu ? Evet kesinlikle.

Uzun lafın kısası bilgisayarın fiyat performans açısından çok iyi olduğunu düşünüyorum. Eğer yine indirime girerse almayı düşünün derim."
